timestamp_s;timestamp_origin;sd_block_id;cyc_condition;cyc_charged;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;v_max_target_V;v_min_target_V;i_chg_max_A;i_dischg_min_A;i_chg_cutoff_A;i_dischg_cutoff_A;cap_aged_est_Ah;soh_cap;delta_q_Ah;delta_q_chg_Ah;delta_q_dischg_Ah;delta_e_Wh;delta_e_chg_Wh;delta_e_dischg_Wh;coulomb_efficiency;energy_efficiency;ocv_est_start_V;ocv_est_end_V;soc_est_start;soc_est_end;t_start_degC;t_end_degC;cyc_duration_s;num_cycles_op;num_cycles_checkup;total_q_chg_CU_RT_Ah;total_q_dischg_CU_RT_Ah;total_q_chg_cyc_OT_Ah;total_q_dischg_cyc_OT_Ah;total_q_chg_other_RT_Ah;total_q_dischg_other_RT_Ah;total_q_chg_other_OT_Ah;total_q_dischg_other_OT_Ah;total_q_chg_sum_Ah;total_q_dischg_sum_Ah;total_e_chg_CU_RT_Wh;total_e_dischg_CU_RT_Wh;total_e_chg_cyc_OT_Wh;total_e_dischg_cyc_OT_Wh;total_e_chg_other_RT_Wh;total_e_dischg_other_RT_Wh;total_e_chg_other_OT_Wh;total_e_dischg_other_OT_Wh;total_e_chg_sum_Wh;total_e_dischg_sum_Wh;uptime_ticks
1684529823.000;1;4937486336;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.587959;2.587959;0.000000;10.022535;10.022535;0.000000;nan;nan;3.2957;4.2010;8.7587;104.2743;39.80;42.11;10889.30;0;12;33.48;33.43;1.46;1.38;32.31;35.13;35.59;30.62;102.84;100.56;127.43;122.27;6.16;5.81;120.71;127.73;136.79;113.20;391.08;369.02;932270393
1686172053.000;1;5359541760;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.688247;0.000000;-2.688247;-9.870625;0.000000;-9.870625;nan;nan;4.1940;2.6026;99.7739;0.6410;24.92;25.49;9833.80;0;12;33.48;33.43;1.64;1.55;32.31;37.82;35.59;30.62;103.01;103.42;127.43;122.27;6.89;6.52;120.71;137.60;136.79;113.20;391.82;379.60;1088890722
1686172513.000;1;5359660032;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.016317;0.000000;-0.016317;-0.041532;0.000000;-0.041532;nan;nan;2.7451;2.5162;0.7847;0.1830;25.17;25.26;159.39;0;12;33.48;33.43;1.64;1.55;32.31;37.83;35.59;30.62;103.01;103.44;127.43;122.27;6.89;6.52;120.71;137.64;136.79;113.20;391.82;379.64;1088934533
1686183298.000;1;5362425856;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.687538;79.169226;2.655594;2.655594;0.000000;10.154032;10.154032;0.000000;nan;nan;2.6506;4.1807;0.4826;99.2940;25.18;24.45;10186.19;0;12;36.13;33.43;1.64;1.55;32.31;37.83;35.59;30.62;105.67;103.44;137.58;122.27;6.89;6.52;120.71;137.64;136.79;113.20;401.97;379.64;1089963187
1686193333.000;1;5365015552;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.691266;79.417753;-2.657613;0.000000;-2.657613;-9.745002;0.000000;-9.745002;100.076008;95.971751;4.1807;2.6700;99.2940;0.5445;24.45;25.64;9735.11;0;12;36.13;36.09;1.64;1.55;32.31;37.83;35.59;30.62;105.67;106.09;137.58;132.02;6.89;6.52;120.71;137.65;136.79;113.20;401.97;389.39;1090920209
1686194477.000;1;5365310976;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.213931;0.213931;0.000000;0.702361;0.702361;0.000000;nan;nan;2.6700;3.3948;0.5445;8.5046;25.64;25.22;1143.40;0;12;36.13;36.09;1.64;1.55;32.52;37.83;35.59;30.62;105.88;106.09;137.58;132.02;6.89;6.52;121.41;137.65;136.79;113.20;402.67;389.39;1091029254
1686199517.000;1;5366612480;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.480148;0.480148;0.000000;1.704925;1.704925;0.000000;nan;nan;3.3887;3.6090;12.7259;30.5916;24.82;25.07;2255.40;0;12;36.13;36.09;1.64;1.55;33.04;37.87;35.59;30.62;106.40;106.13;137.58;132.02;6.89;6.52;123.25;137.77;136.79;113.20;404.51;389.51;1091510082
1686204894.000;1;5368000000;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.517501;0.517501;0.000000;1.918260;1.918260;0.000000;nan;nan;3.5962;3.7450;31.0199;50.2755;24.85;25.15;2544.90;0;12;36.13;36.09;1.64;1.55;33.59;37.91;35.59;30.62;106.95;106.17;137.58;132.02;6.89;6.52;125.30;137.90;136.79;113.20;406.56;389.64;1092022764
1686210158.000;1;5369355776;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.537704;0.537704;0.000000;2.089273;2.089273;0.000000;nan;nan;3.7309;3.9354;49.4498;69.4572;24.97;25.01;2704.91;0;12;36.13;36.09;1.64;1.55;34.17;37.94;35.59;30.62;107.53;106.21;137.58;132.02;6.89;6.52;127.53;138.03;136.79;113.20;408.79;389.78;1092524797
1686215299.000;1;5370676224;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.504470;0.504470;0.000000;2.045660;2.045660;0.000000;nan;nan;3.9287;4.0876;69.4069;88.1776;25.15;24.97;3238.89;0;12;36.13;36.09;1.64;1.55;34.71;37.98;35.59;30.62;108.07;106.24;137.58;132.02;6.89;6.52;129.73;138.18;136.79;113.20;410.99;389.92;1093015035
1686228369.000;1;5374026752;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.042781;0.042781;0.000000;0.175072;0.175072;0.000000;nan;nan;4.0797;4.0883;86.8282;88.4201;39.63;39.72;733.10;0;12;36.13;36.09;1.64;1.55;34.75;38.02;35.63;30.62;108.15;106.28;137.58;132.02;6.89;6.52;129.88;138.33;136.96;113.20;411.32;390.07;1094261712
1686238487.000;1;5376600064;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.510322;0.000000;-0.510322;-2.032404;0.000000;-2.032404;nan;nan;4.0842;3.9280;88.4725;69.5104;39.44;39.79;2446.51;0;12;36.13;36.09;1.64;1.55;34.75;38.02;35.68;31.17;108.20;106.83;137.58;132.02;6.89;6.52;129.88;138.33;137.18;115.38;411.53;392.25;786821
1686243733.000;1;5377954304;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.554169;0.000000;-0.554169;-2.104196;0.000000;-2.104196;nan;nan;3.9360;3.7272;70.2947;49.7033;39.53;39.62;2484.20;0;12;36.13;36.09;1.64;1.55;34.75;38.02;35.72;31.76;108.24;107.42;137.58;132.02;6.89;6.52;129.88;138.33;137.33;117.63;411.68;394.50;1287213
1686248762.000;1;5379252736;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.508508;0.000000;-0.508508;-1.839300;0.000000;-1.839300;nan;nan;3.7357;3.5740;49.9574;31.0627;39.93;39.59;2314.30;0;12;36.13;36.09;1.64;1.55;34.75;38.02;35.76;32.31;108.28;107.97;137.58;132.02;6.89;6.52;129.88;138.33;137.47;119.61;411.83;396.48;1766745
1686253482.000;1;5380472832;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.532892;0.000000;-0.532892;-1.821564;0.000000;-1.821564;nan;nan;3.5766;3.2492;28.7112;8.9104;39.64;40.33;2094.20;0;12;36.13;36.09;1.64;1.55;34.75;38.02;35.80;32.88;108.32;108.54;137.58;132.02;6.89;6.52;129.88;138.33;137.61;121.56;411.96;398.43;2217063
1686265635.000;1;5383604224;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.487678;2.487678;0.000000;9.607822;9.607822;0.000000;nan;nan;3.2914;4.2010;8.5939;101.1574;39.67;40.90;9580.80;0;12;36.13;36.09;1.64;1.55;34.76;38.03;38.31;32.91;110.84;108.57;137.58;132.02;6.89;6.52;129.92;138.36;147.30;121.65;421.70;398.55;3376033
1687970808.000;1;5821860352;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.669424;0.000000;-2.669424;-9.801722;0.000000;-9.801722;nan;nan;4.1950;2.6011;99.8108;0.6225;24.99;25.34;9769.10;0;13;36.13;36.09;1.83;1.72;34.76;40.70;38.31;32.91;111.04;111.41;137.58;132.02;7.70;7.23;129.92;148.16;147.30;121.65;422.50;409.07;165999195
1687971268.000;1;5821978624;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.016549;0.000000;-0.016549;-0.042150;0.000000;-0.042150;nan;nan;2.7517;2.5169;0.8059;0.1910;24.83;24.83;161.61;0;13;36.13;36.09;1.83;1.72;34.76;40.72;38.31;32.91;111.04;111.43;137.58;132.02;7.70;7.23;129.92;148.21;147.30;121.65;422.50;409.11;166043206
1687981999.000;1;5824729600;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.662986;77.532417;2.630002;2.630002;0.000000;10.063600;10.063600;0.000000;nan;nan;2.6576;4.1799;0.5048;99.2662;24.65;24.30;10130.40;0;13;38.76;36.09;1.83;1.72;34.76;40.72;38.31;32.91;113.67;111.43;147.64;132.02;7.70;7.23;129.92;148.21;147.30;121.65;432.56;409.11;167066540
1687991962.000;1;5827299328;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.669856;77.990389;-2.635379;0.000000;-2.635379;-9.662239;0.000000;-9.662239;100.204444;96.011758;4.1799;2.6741;99.2662;0.5576;24.30;25.54;9664.60;0;13;38.76;38.72;1.83;1.72;34.76;40.72;38.31;32.91;113.67;114.07;147.64;141.68;7.70;7.23;129.92;148.21;147.30;121.65;432.56;418.77;168016831
1687993092.000;1;5827591168;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.208977;0.208977;0.000000;0.686162;0.686162;0.000000;nan;nan;2.6741;3.3939;0.5576;8.4050;25.54;24.94;1129.19;0;13;38.76;38.72;1.83;1.72;34.97;40.72;38.31;32.91;113.87;114.07;147.64;141.68;7.70;7.23;130.61;148.21;147.30;121.65;433.25;418.77;168124520
1687998665.000;1;5829029888;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.474369;0.474369;0.000000;1.684722;1.684722;0.000000;nan;nan;3.3893;3.6090;12.7615;30.5750;25.15;24.95;2238.21;0;13;38.76;38.72;1.83;1.72;35.48;40.75;38.31;32.91;114.39;114.10;147.64;141.68;7.70;7.23;132.42;148.33;147.30;121.65;435.06;418.89;168655911
1688003951.000;1;5830394368;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.511665;0.511665;0.000000;1.896942;1.896942;0.000000;nan;nan;3.5961;3.7448;31.0134;50.2274;25.00;25.43;2520.30;0;13;38.76;38.72;1.83;1.72;36.03;40.79;38.31;32.91;114.94;114.14;147.64;141.68;7.70;7.23;134.45;148.46;147.30;121.65;437.10;419.02;169160031
1688009176.000;1;5831740928;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.535346;0.535346;0.000000;2.080415;2.080415;0.000000;nan;nan;3.7304;3.9356;49.4026;69.5058;24.69;25.18;2705.89;0;13;38.76;38.72;1.83;1.72;36.60;40.83;38.31;32.91;115.51;114.18;147.64;141.68;7.70;7.23;136.67;148.59;147.30;121.65;439.32;419.16;169658298
1688014210.000;1;5833034752;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.502017;0.502017;0.000000;2.035897;2.035897;0.000000;nan;nan;3.9284;4.0877;69.3692;88.2209;25.26;25.18;3225.00;0;13;38.76;38.72;1.83;1.72;37.14;40.87;38.31;32.91;116.05;114.21;147.64;141.68;7.70;7.23;138.86;148.74;147.30;121.65;441.50;419.30;170138544
1688026665.000;1;5836227584;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.045284;0.045284;0.000000;0.185315;0.185315;0.000000;nan;nan;4.0793;4.0883;86.7133;88.4138;39.80;39.64;780.91;0;13;38.76;38.72;1.83;1.72;37.18;40.90;38.36;32.91;116.13;114.25;147.64;141.68;7.70;7.23;139.01;148.89;147.49;121.65;441.84;419.45;171326394
1688033521.000;1;5837996032;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.493923;0.000000;-0.493923;-1.966070;0.000000;-1.966070;nan;nan;4.0831;3.9280;88.1028;69.6029;39.77;39.73;2389.30;0;13;38.76;38.72;1.83;1.72;37.18;40.90;38.39;33.44;116.17;114.78;147.64;141.68;7.70;7.23;139.01;148.89;147.64;123.76;441.99;421.57;171980109
1688039363.000;1;5839503872;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.552935;0.000000;-0.552935;-2.099397;0.000000;-2.099397;nan;nan;3.9363;3.7272;70.3331;49.6228;39.63;39.66;2493.90;0;13;38.76;38.72;1.83;1.72;37.18;40.90;38.43;34.03;116.21;115.37;147.64;141.68;7.70;7.23;139.01;148.89;147.79;126.01;442.14;423.81;172537355
1688043538.000;1;5840582144;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.505139;0.000000;-0.505139;-1.826887;0.000000;-1.826887;nan;nan;3.7355;3.5739;49.9455;31.0254;39.77;39.94;2309.90;0;13;38.76;38.72;1.83;1.72;37.18;40.90;38.47;34.57;116.24;115.92;147.64;141.68;7.70;7.23;139.01;148.89;147.93;127.97;442.29;425.77;172935453
1688048339.000;1;5841821696;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.529015;0.000000;-0.529015;-1.808262;0.000000;-1.808262;nan;nan;3.5771;3.2492;28.7599;8.9455;39.86;40.21;2079.89;0;13;38.76;38.72;1.83;1.72;37.18;40.90;38.51;35.14;116.28;116.48;147.64;141.68;7.70;7.23;139.01;148.89;148.07;129.91;442.42;427.71;173393399
1688060659.000;1;5844997632;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.475381;2.475381;0.000000;9.564673;9.564673;0.000000;nan;nan;3.2948;4.2009;8.7209;101.6760;39.80;40.68;9583.10;0;13;38.76;38.72;1.83;1.72;37.19;40.91;41.01;35.16;118.80;116.52;147.64;141.68;7.70;7.23;139.05;148.92;157.73;130.00;452.11;427.83;174568444
1689785897.000;1;6288352256;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.648487;0.000000;-2.648487;-9.722030;0.000000;-9.722030;nan;nan;4.1931;2.6001;99.7424;0.5428;24.93;24.64;9703.90;0;14;38.76;38.72;2.03;1.90;37.19;43.56;41.01;35.16;118.99;119.35;147.64;141.68;8.52;7.99;139.05;158.64;157.73;130.00;452.94;438.32;339105184
1689786367.000;1;6288473088;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.017238;0.000000;-0.017238;-0.043927;0.000000;-0.043927;nan;nan;2.7599;2.5166;0.8321;0.1864;24.36;24.47;170.60;0;14;38.76;38.72;2.03;1.90;37.19;43.58;41.01;35.16;118.99;119.37;147.64;141.68;8.52;7.99;139.05;158.69;157.73;130.00;452.94;438.36;339150072
1689797054.000;1;6291212288;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.641385;76.092321;2.607131;2.607131;0.000000;9.984563;9.984563;0.000000;nan;nan;2.6672;4.1792;0.5357;99.2389;24.36;24.62;10087.40;0;14;41.37;38.72;2.03;1.90;37.19;43.58;41.01;35.16;121.60;119.37;157.63;141.68;8.52;7.99;139.05;158.69;157.73;130.00;462.93;438.36;340169296
1689806941.000;1;6293757952;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.647837;76.522464;-2.612251;0.000000;-2.612251;-9.574445;0.000000;-9.574445;100.196373;95.892477;4.1792;2.6820;99.2389;0.5829;24.62;25.51;9587.50;0;14;41.37;41.34;2.03;1.90;37.19;43.58;41.01;35.16;121.60;121.98;157.63;151.26;8.52;7.99;139.05;158.69;157.73;130.00;462.93;447.93;341112246
1689808047.000;1;6294042624;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.203850;0.203850;-0.000000;0.669495;0.669495;-0.000000;nan;nan;2.6820;3.3929;0.5829;8.3004;25.51;25.08;1104.40;0;14;41.37;41.34;2.03;1.90;37.40;43.58;41.01;35.16;121.80;121.98;157.63;151.26;8.52;7.99;139.72;158.69;157.73;130.00;463.59;447.93;341217563
1689812107.000;1;6295090176;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.469345;0.469345;0.000000;1.667293;1.667293;0.000000;nan;nan;3.3901;3.6090;12.7947;30.5636;25.06;25.00;2229.20;0;14;41.37;41.34;2.03;1.90;37.90;43.62;41.01;35.16;122.31;122.01;157.63;151.26;8.52;7.99;141.52;158.81;157.73;130.00;465.39;448.06;341604992
1689816676.000;1;6296267776;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.505287;0.505287;0.000000;1.873691;1.873691;0.000000;nan;nan;3.5963;3.7444;31.0349;50.1645;24.99;25.18;2505.80;0;14;41.37;41.34;2.03;1.90;38.45;43.65;41.01;35.16;122.85;122.05;157.63;151.26;8.52;7.99;143.53;158.94;157.73;130.00;467.40;448.19;342040690
1689821355.000;1;6297472000;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.532163;0.532163;0.000000;2.068301;2.068301;0.000000;nan;nan;3.7305;3.9358;49.4169;69.5640;24.92;25.22;2711.21;0;14;41.37;41.34;2.03;1.90;39.02;43.69;41.01;35.16;123.42;122.09;157.63;151.26;8.52;7.99;145.74;159.08;157.73;130.00;469.61;448.32;342486941
1689826409.000;1;6298769408;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.499689;0.499689;0.000000;2.026834;2.026834;0.000000;nan;nan;3.9280;4.0877;69.3244;88.2421;25.02;25.07;3242.41;0;14;41.37;41.34;2.03;1.90;39.55;43.73;41.01;35.16;123.96;122.13;157.63;151.26;8.52;7.99;147.91;159.22;157.73;130.00;471.79;448.47;342968846
1689842089.000;1;6302144512;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.045805;0.045805;0.000000;0.187447;0.187447;0.000000;nan;nan;4.0788;4.0881;86.6001;88.3342;39.45;39.41;787.00;0;14;41.37;41.34;2.03;1.90;39.59;43.76;41.06;35.16;124.04;122.16;157.63;151.26;8.52;7.99;148.06;159.37;157.91;130.00;472.13;448.61;344464351
1689848851.000;1;6303886848;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.488830;0.000000;-0.488830;-1.945271;0.000000;-1.945271;nan;nan;4.0828;3.9280;88.0189;69.5574;39.82;39.81;2384.00;0;14;41.37;41.34;2.03;1.90;39.59;43.76;41.09;35.69;124.08;122.69;157.63;151.26;8.52;7.99;148.06;159.37;158.07;132.09;472.28;450.71;345109142
1689853208.000;1;6305009664;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.551310;0.000000;-0.551310;-2.092952;0.000000;-2.092952;nan;nan;3.9364;3.7272;70.3408;49.5196;39.89;39.79;2507.10;0;14;41.37;41.34;2.03;1.90;39.59;43.76;41.13;36.28;124.12;123.28;157.63;151.26;8.52;7.99;148.06;159.37;158.22;134.33;472.43;452.94;345524612
1689857329.000;1;6306072576;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.501985;0.000000;-0.501985;-1.815196;0.000000;-1.815196;nan;nan;3.7358;3.5739;49.9748;31.0164;39.62;39.63;2306.50;0;14;41.37;41.34;2.03;1.90;39.59;43.76;41.17;36.82;124.16;123.82;157.63;151.26;8.52;7.99;148.06;159.37;158.36;136.28;472.58;454.90;345917762
1689861456.000;1;6307138560;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.525042;0.000000;-0.525042;-1.794555;0.000000;-1.794555;nan;nan;3.5772;3.2492;28.7683;8.9392;39.73;40.42;2068.40;0;14;41.37;41.34;2.03;1.90;39.59;43.76;41.21;37.38;124.19;124.38;157.63;151.26;8.52;7.99;148.06;159.37;158.50;138.21;472.71;456.82;346311284
1689872271.000;1;6309919744;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.434525;2.434525;0.000000;9.400874;9.400874;0.000000;nan;nan;3.2875;4.2010;8.4336;100.6021;39.63;39.96;9230.90;0;14;41.37;41.34;2.03;1.90;39.60;43.78;43.67;37.40;126.67;124.42;157.63;151.26;8.52;7.99;148.10;159.40;167.99;138.29;482.24;456.94;347342722
1691597890.000;1;6753131520;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.629688;0.000000;-2.629688;-9.653042;0.000000;-9.653042;nan;nan;4.1947;2.6001;99.8015;0.4869;24.97;25.84;9646.50;0;15;41.37;41.34;2.21;2.07;39.60;46.41;43.67;37.40;126.85;127.22;157.63;151.26;9.28;8.72;148.10;169.06;167.99;138.29;483.00;467.32;10262550
1691598368.000;1;6753254400;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.017849;0.000000;-0.017849;-0.045533;0.000000;-0.045533;nan;nan;2.7679;2.5163;0.8575;0.1834;25.47;25.53;177.50;0;15;41.37;41.34;2.21;2.07;39.60;46.42;43.67;37.40;126.85;127.24;157.63;151.26;9.28;8.72;148.10;169.10;167.99;138.29;483.00;467.37;10308086
1691608989.000;1;6755977728;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.617616;74.507743;2.582056;2.582056;0.000000;9.893248;9.893248;0.000000;nan;nan;2.6766;4.1783;0.5656;99.2070;25.36;24.85;10022.00;0;15;43.95;41.34;2.21;2.07;39.60;46.42;43.67;37.40;129.43;127.24;167.52;151.26;9.28;8.72;148.10;169.10;167.99;138.29;492.89;467.37;11321075
1691618802.000;1;6758503936;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.624368;74.957877;-2.587611;0.000000;-2.587611;-9.481329;0.000000;-9.481329;100.215149;95.836365;4.1783;2.6897;99.2070;0.6077;24.85;25.57;9512.90;0;15;43.95;43.92;2.21;2.07;39.60;46.42;43.67;37.40;129.43;129.83;167.52;160.74;9.28;8.72;148.10;169.10;167.99;138.29;492.89;476.85;12256912
1691619882.000;1;6758782464;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.198607;0.198607;0.000000;0.652426;0.652426;0.000000;nan;nan;2.6897;3.3919;0.6077;8.1950;25.57;25.20;1079.90;0;15;43.95;43.92;2.21;2.07;39.80;46.42;43.67;37.40;129.63;129.83;167.52;160.74;9.28;8.72;148.76;169.10;167.99;138.29;493.54;476.85;12359893
1691623909.000;1;6759820800;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.463626;0.463626;0.000000;1.647479;1.647479;0.000000;nan;nan;3.3909;3.6090;12.8468;30.5586;24.96;25.05;2222.10;0;15;43.95;43.92;2.21;2.07;40.30;46.46;43.67;37.40;130.13;129.86;167.52;160.74;9.28;8.72;150.53;169.22;167.99;138.29;495.32;476.97;12743976
1691628212.000;1;6760930304;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.499440;0.499440;0.000000;1.852478;1.852478;0.000000;nan;nan;3.5965;3.7442;31.0445;50.1245;24.84;25.31;2499.81;0;15;43.95;43.92;2.21;2.07;40.84;46.50;43.67;37.40;130.67;129.90;167.52;160.74;9.28;8.72;152.52;169.35;167.99;138.29;497.31;477.10;13154240
1691632836.000;1;6762120192;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.529414;0.529414;0.000000;2.058035;2.058035;0.000000;nan;nan;3.7304;3.9360;49.4004;69.6254;25.03;25.25;2734.90;0;15;43.95;43.92;2.21;2.07;41.41;46.54;43.67;37.40;131.23;129.94;167.52;160.74;9.28;8.72;154.72;169.49;167.99;138.29;499.51;477.24;13595319
1691637907.000;1;6763421696;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.496544;0.496544;0.000000;2.014403;2.014403;0.000000;nan;nan;3.9278;4.0877;69.2972;88.2665;25.03;25.13;3249.40;0;15;43.95;43.92;2.21;2.07;41.94;46.57;43.67;37.40;131.77;129.97;167.52;160.74;9.28;8.72;156.89;169.63;167.99;138.29;501.67;477.38;14078893
1691654408.000;1;6767650816;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.048198;0.048198;0.000000;0.197238;0.197238;0.000000;nan;nan;4.0783;4.0881;86.4452;88.2865;39.56;39.79;825.10;0;15;43.95;43.92;2.21;2.07;41.98;46.61;43.72;37.40;131.85;130.01;167.52;160.74;9.28;8.72;157.04;169.78;168.18;138.29;502.02;477.53;15652761
1691661049.000;1;6769361408;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.484397;0.000000;-0.484397;-1.927330;0.000000;-1.927330;nan;nan;4.0827;3.9280;87.9758;69.5182;39.84;39.71;2373.61;0;15;43.95;43.92;2.21;2.07;41.98;46.61;43.75;37.93;131.89;130.53;167.52;160.74;9.28;8.72;157.04;169.78;168.34;140.37;502.18;479.61;16286006
