timestamp_s;timestamp_origin;sd_block_id;cyc_condition;cyc_charged;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;v_max_target_V;v_min_target_V;i_chg_max_A;i_dischg_min_A;i_chg_cutoff_A;i_dischg_cutoff_A;cap_aged_est_Ah;soh_cap;delta_q_Ah;delta_q_chg_Ah;delta_q_dischg_Ah;delta_e_Wh;delta_e_chg_Wh;delta_e_dischg_Wh;coulomb_efficiency;energy_efficiency;ocv_est_start_V;ocv_est_end_V;soc_est_start;soc_est_end;t_start_degC;t_end_degC;cyc_duration_s;num_cycles_op;num_cycles_checkup;total_q_chg_CU_RT_Ah;total_q_dischg_CU_RT_Ah;total_q_chg_cyc_OT_Ah;total_q_dischg_cyc_OT_Ah;total_q_chg_other_RT_Ah;total_q_dischg_other_RT_Ah;total_q_chg_other_OT_Ah;total_q_dischg_other_OT_Ah;total_q_chg_sum_Ah;total_q_dischg_sum_Ah;total_e_chg_CU_RT_Wh;total_e_dischg_CU_RT_Wh;total_e_chg_cyc_OT_Wh;total_e_dischg_cyc_OT_Wh;total_e_chg_other_RT_Wh;total_e_dischg_other_RT_Wh;total_e_chg_other_OT_Wh;total_e_dischg_other_OT_Wh;total_e_chg_sum_Wh;total_e_dischg_sum_Wh;uptime_ticks
1691665327.000;1;6770464768;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.546387;0.000000;-0.546387;-2.074170;0.000000;-2.074170;nan;nan;3.9365;3.7272;70.3547;49.5349;39.76;38.45;2467.91;0;15;43.95;43.92;2.21;2.07;41.98;46.61;43.79;38.51;131.93;131.12;167.52;160.74;9.28;8.72;157.04;169.78;168.49;142.59;502.33;481.83;16694020
1691669562.000;1;6771556864;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.501147;0.000000;-0.501147;-1.812242;0.000000;-1.812242;nan;nan;3.7371;3.5738;50.1086;31.0127;40.17;39.66;2315.40;0;15;43.95;43.92;2.21;2.07;41.98;46.61;43.83;39.05;131.97;131.66;167.52;160.74;9.28;8.72;157.04;169.78;168.63;144.54;502.47;483.78;17097905
1691673449.000;1;6772561408;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.521072;0.000000;-0.521072;-1.780793;0.000000;-1.780793;nan;nan;3.5775;3.2492;28.7977;8.9425;39.89;40.22;2058.50;0;15;43.95;43.92;2.21;2.07;41.98;46.61;43.87;39.61;132.00;132.21;167.52;160.74;9.28;8.72;157.04;169.78;168.76;146.45;502.60;485.69;17468630
1691684272.000;1;6775343104;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.418698;2.418698;0.000000;9.343640;9.343640;0.000000;nan;nan;3.2885;4.2009;8.4694;100.8702;39.86;40.02;9203.70;0;15;43.95;43.92;2.21;2.07;41.99;46.62;46.31;39.63;134.46;132.25;167.52;160.74;9.28;8.72;157.08;169.82;178.20;146.53;512.07;485.81;18500860
1693491340.000;1;7239413248;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.601696;0.000000;-2.601696;-9.545368;0.000000;-9.545368;nan;nan;4.1875;2.6001;99.5418;0.4057;24.96;25.52;9556.40;0;16;43.95;43.92;2.40;2.26;41.99;49.22;46.31;39.63;134.65;135.04;167.52;160.74;10.08;9.51;157.08;179.36;178.20;146.53;512.87;496.15;151321893
1693491826.000;1;7239538176;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.018429;0.000000;-0.018429;-0.047044;0.000000;-0.047044;nan;nan;2.7765;2.5163;0.8852;0.1829;25.14;25.17;185.20;0;16;43.95;43.92;2.40;2.26;41.99;49.24;46.31;39.63;134.65;135.06;167.52;160.74;10.08;9.51;157.08;179.41;178.20;146.53;512.87;496.19;151368163
1693502387.000;1;7242246144;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.590248;72.683209;2.553314;2.553314;0.000000;9.790249;9.790249;0.000000;nan;nan;2.6856;4.1772;0.5945;99.1686;24.97;24.97;9962.39;0;16;46.51;43.92;2.40;2.26;41.99;49.24;46.31;39.63;137.20;135.06;177.31;160.74;10.08;9.51;157.08;179.41;178.20;146.53;522.66;496.19;152375470
1693512122.000;1;7244752384;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.600502;73.366785;-2.562483;0.000000;-2.562483;-9.385657;0.000000;-9.385657;100.359106;95.867401;4.1772;2.6969;99.1686;0.6306;24.97;25.55;9435.50;0;16;46.51;46.49;2.40;2.26;41.99;49.24;46.31;39.63;137.20;137.62;177.31;170.12;10.08;9.51;157.08;179.41;178.20;146.53;522.66;505.58;153303918
1693513184.000;1;7245026304;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.193611;0.193611;0.000000;0.636181;0.636181;0.000000;nan;nan;2.6969;3.3910;0.6306;8.1052;25.55;25.20;1060.80;0;16;46.51;46.49;2.40;2.26;42.18;49.24;46.31;39.63;137.40;137.62;177.31;170.12;10.08;9.51;157.71;179.41;178.20;146.53;523.30;505.58;153405087
1693517191.000;1;7246059520;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.457219;0.457219;0.000000;1.625183;1.625183;0.000000;nan;nan;3.3915;3.6090;12.8860;30.5376;25.06;25.03;2206.50;0;16;46.51;46.49;2.40;2.26;42.68;49.28;46.31;39.63;137.89;137.66;177.31;170.12;10.08;9.51;159.47;179.53;178.20;146.53;525.05;505.70;153787282
1693521478.000;1;7247164416;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.493488;0.493488;0.000000;1.830747;1.830747;0.000000;nan;nan;3.5962;3.7438;31.0040;50.0558;25.07;25.20;2487.69;0;16;46.51;46.49;2.40;2.26;43.21;49.32;46.31;39.63;138.42;137.70;177.31;170.12;10.08;9.51;161.43;179.66;178.20;146.53;527.02;505.83;154196059
1693526065.000;1;7248344576;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.525536;0.525536;0.000000;2.043244;2.043244;0.000000;nan;nan;3.7300;3.9361;49.3589;69.6479;25.09;25.13;2721.81;0;16;46.51;46.49;2.40;2.26;43.77;49.35;46.31;39.63;138.99;137.73;177.31;170.12;10.08;9.51;163.62;179.80;178.20;146.53;529.20;505.96;154633562
1693531177.000;1;7249657344;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.493696;0.493696;0.000000;2.002982;2.002982;0.000000;nan;nan;3.9271;4.0877;69.2124;88.2722;25.18;25.01;3245.50;0;16;46.51;46.49;2.40;2.26;44.30;49.39;46.31;39.63;139.52;137.77;177.31;170.12;10.08;9.51;165.77;179.94;178.20;146.53;531.36;506.11;155121103
1693547846.000;1;7253929472;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.049732;0.049732;0.000000;0.203519;0.203519;0.000000;nan;nan;4.0777;4.0878;86.2586;88.1786;39.38;39.59;842.40;0;16;46.51;46.49;2.40;2.26;44.34;49.43;46.36;39.63;139.61;137.81;177.31;170.12;10.08;9.51;165.92;180.09;178.40;146.53;531.71;506.26;156710903
1693554425.000;1;7255624192;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.478082;0.000000;-0.478082;-1.901703;0.000000;-1.901703;nan;nan;4.0824;3.9280;87.8870;69.5027;39.57;39.67;2356.10;0;16;46.51;46.49;2.40;2.26;44.34;49.43;46.40;40.15;139.64;138.32;177.31;170.12;10.08;9.51;165.92;180.09;178.55;148.58;531.87;508.31;157338255
1693558737.000;1;7256736256;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.545655;0.000000;-0.545655;-2.071000;0.000000;-2.071000;nan;nan;3.9367;3.7272;70.3832;49.4005;39.42;39.55;2499.30;0;16;46.51;46.49;2.40;2.26;44.34;49.43;46.44;40.73;139.68;138.91;177.31;170.12;10.08;9.51;165.92;180.09;178.70;150.80;532.02;510.52;157749615
1693562916.000;1;7257814016;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.496322;0.000000;-0.496322;-1.794282;0.000000;-1.794282;nan;nan;3.7367;3.5737;50.0662;30.9806;39.41;39.84;2309.10;0;16;46.51;46.49;2.40;2.26;44.34;49.43;46.48;41.27;139.72;139.44;177.31;170.12;10.08;9.51;165.92;180.09;178.85;152.73;532.16;512.45;158148171
1693566897.000;1;7258842624;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.516954;0.000000;-0.516954;-1.766479;0.000000;-1.766479;nan;nan;3.5779;3.2492;28.8453;8.9663;39.51;40.36;2046.50;0;16;46.51;46.49;2.40;2.26;44.34;49.43;46.51;41.82;139.76;139.99;177.31;170.12;10.08;9.51;165.92;180.09;178.98;154.63;532.30;514.35;158527849
1693577594.000;1;7261592576;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.397242;2.397242;0.000000;9.263971;9.263971;0.000000;nan;nan;3.2900;4.2009;8.5232;101.0719;39.45;39.78;9137.70;0;16;46.51;46.49;2.40;2.26;44.35;49.44;48.94;41.85;142.19;140.03;177.31;170.12;10.08;9.51;165.96;180.12;188.33;154.71;541.68;514.47;159547856
1695229577.000;1;7685920768;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.585940;0.000000;-2.585940;-9.487061;0.000000;-9.487061;nan;nan;4.1942;2.6001;99.7810;0.3410;24.86;25.75;9518.21;0;17;46.51;46.49;2.59;2.45;44.35;52.02;48.94;41.85;142.38;142.80;177.31;170.12;10.88;10.29;165.96;189.61;188.33;154.71;542.48;524.73;317098540
1695230071.000;1;7686047744;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.019179;0.000000;-0.019179;-0.049004;0.000000;-0.049004;nan;nan;2.7864;2.5161;0.9168;0.1793;25.42;25.48;194.30;0;17;46.51;46.49;2.59;2.45;44.35;52.04;48.94;41.85;142.38;142.82;177.31;170.12;10.88;10.29;165.96;189.66;188.33;154.71;542.48;524.78;317145678
1695240608.000;1;7688749568;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.566524;71.101600;2.528091;2.528091;0.000000;9.701098;9.701098;0.000000;nan;nan;2.6960;4.1762;0.6278;99.1304;25.31;24.90;9936.10;0;17;49.03;46.49;2.59;2.45;44.35;52.04;48.94;41.85;144.91;142.82;187.01;170.12;10.88;10.29;165.96;189.66;188.33;154.71;552.18;524.78;318150487
1695250275.000;1;7691238400;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.578006;71.867037;-2.538610;0.000000;-2.538610;-9.293267;0.000000;-9.293267;100.416052;95.796031;4.1762;2.7056;99.1304;0.6585;24.90;25.55;9368.09;0;17;49.03;49.02;2.59;2.45;44.35;52.04;48.94;41.85;144.91;145.36;187.01;179.42;10.88;10.29;165.96;189.66;188.33;154.71;552.18;534.08;319072509
1695251313.000;1;7691506176;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.188483;0.188483;0.000000;0.619541;0.619541;0.000000;nan;nan;2.7056;3.3900;0.6585;8.0024;25.55;25.15;1038.10;0;17;49.03;49.02;2.59;2.45;44.54;52.04;48.94;41.85;145.10;145.36;187.01;179.42;10.88;10.29;166.58;189.66;188.33;154.71;552.80;534.08;319171504
1695255336.000;1;7692543488;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.451464;0.451464;0.000000;1.605295;1.605295;0.000000;nan;nan;3.3920;3.6088;12.9127;30.5032;24.84;25.09;2195.30;0;17;49.03;49.02;2.59;2.45;45.03;52.08;48.94;41.85;145.59;145.40;187.01;179.42;10.88;10.29;168.31;189.78;188.33;154.71;554.54;534.20;319555205
1695259661.000;1;7693658624;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.488007;0.488007;0.000000;1.810840;1.810840;0.000000;nan;nan;3.5958;3.7434;30.9638;49.9781;24.95;25.16;2481.30;0;17;49.03;49.02;2.59;2.45;45.55;52.12;48.94;41.85;146.11;145.43;187.01;179.42;10.88;10.29;170.26;189.91;188.33;154.71;556.48;534.33;319967691
1695264244.000;1;7694837760;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.521785;0.521785;0.000000;2.029078;2.029078;0.000000;nan;nan;3.7298;3.9361;49.3341;69.6645;24.98;25.03;2727.40;0;17;49.03;49.02;2.59;2.45;46.11;52.15;48.94;41.85;146.67;145.47;187.01;179.42;10.88;10.29;172.43;190.05;188.33;154.71;558.66;534.46;320404585
1695269268.000;1;7696127488;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.489115;0.489115;0.000000;1.984666;1.984666;0.000000;nan;nan;3.9267;4.0875;69.1552;88.2126;25.04;25.09;3213.39;0;17;49.03;49.02;2.59;2.45;46.64;52.19;48.94;41.85;147.20;145.51;187.01;179.42;10.88;10.29;174.57;190.19;188.33;154.71;560.79;534.61;320883792
1695283530.000;1;7699783168;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.050206;0.050206;0.000000;0.205459;0.205459;0.000000;nan;nan;4.0771;4.0876;86.0989;88.0551;39.03;39.15;847.00;0;17;49.03;49.02;2.59;2.45;46.68;52.23;48.99;41.85;147.29;145.55;187.01;179.42;10.88;10.29;174.72;190.34;188.54;154.71;561.15;534.76;322244099
1695290154.000;1;7701489664;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.469264;0.000000;-0.469264;-1.865955;0.000000;-1.865955;nan;nan;4.0821;3.9280;87.7792;69.5766;39.18;39.16;2336.29;0;17;49.03;49.02;2.59;2.45;46.68;52.23;49.03;42.35;147.32;146.05;187.01;179.42;10.88;10.29;174.72;190.34;188.69;156.73;561.30;536.77;322875742
1695294543.000;1;7702621696;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.541193;0.000000;-0.541193;-2.053725;0.000000;-2.053725;nan;nan;3.9370;3.7272;70.4172;49.4245;39.15;39.02;2483.70;0;17;49.03;49.02;2.59;2.45;46.68;52.23;49.06;42.93;147.36;146.63;187.01;179.42;10.88;10.29;174.72;190.34;188.85;158.93;561.46;538.97;323294273
1695298684.000;1;7703689216;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.495192;0.000000;-0.495192;-1.789905;0.000000;-1.789905;nan;nan;3.7376;3.5735;50.1593;30.9510;39.16;39.27;2333.20;0;17;49.03;49.02;2.59;2.45;46.68;52.23;49.10;43.46;147.40;147.16;187.01;179.42;10.88;10.29;174.72;190.34;188.99;160.86;561.60;540.90;323689215
1695302559.000;1;7704690688;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.511972;0.000000;-0.511972;-1.749064;0.000000;-1.749064;nan;nan;3.5783;3.2492;28.8866;9.0274;39.28;39.70;2029.60;0;17;49.03;49.02;2.59;2.45;46.68;52.23;49.14;44.01;147.44;147.71;187.01;179.42;10.88;10.29;174.72;190.34;189.13;162.74;561.74;542.78;324058805
1695313226.000;1;7707432960;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.375612;2.375612;0.000000;9.185007;9.185007;0.000000;nan;nan;3.2931;4.2009;8.6372;101.1986;39.25;39.59;9078.59;0;17;49.03;49.02;2.59;2.45;46.69;52.24;51.54;44.04;149.85;147.75;187.01;179.42;10.88;10.29;174.76;190.37;198.40;162.82;571.05;542.90;325076171
1697042061.000;1;8151503360;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.562971;0.000000;-2.562971;-9.398407;0.000000;-9.398407;nan;nan;4.1935;2.6001;99.7569;0.3401;25.01;26.00;9466.50;0;18;49.03;49.02;2.79;2.65;46.69;54.80;51.54;44.04;150.06;150.52;187.01;179.42;11.75;11.13;174.76;199.77;198.40;162.82;571.92;553.14;489956215
1697042571.000;1;8151634432;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.020211;0.000000;-0.020211;-0.051688;0.000000;-0.051688;nan;nan;2.7974;2.5152;0.9518;0.1678;25.70;25.80;209.00;0;18;49.03;49.02;2.79;2.65;46.69;54.82;51.54;44.04;150.06;150.54;187.01;179.42;11.75;11.13;174.76;199.82;198.40;162.82;571.92;553.20;490004764
1697053044.000;1;8154319360;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.542932;69.528818;2.503259;2.503259;0.000000;9.612350;9.612350;0.000000;nan;nan;2.7084;4.1755;0.6673;99.1071;25.62;25.25;9873.80;0;18;51.54;49.02;2.79;2.65;46.69;54.82;51.54;44.04;152.56;150.54;196.62;179.42;11.75;11.13;174.76;199.82;198.40;162.82;581.53;553.20;491003624
1697062644.000;1;8156791296;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.555020;70.334691;-2.514673;0.000000;-2.514673;-9.201830;0.000000;-9.201830;100.455976;95.729238;4.1755;2.7143;99.1071;0.6862;25.25;25.71;9299.80;0;18;51.54;51.54;2.79;2.65;46.69;54.82;51.54;44.04;152.56;153.05;196.62;188.62;11.75;11.13;174.76;199.82;198.40;162.82;581.53;562.40;491919124
1697063655.000;1;8157052416;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.183621;0.183621;0.000000;0.603710;0.603710;0.000000;nan;nan;2.7143;3.3890;0.6862;7.9071;25.71;25.30;1011.80;0;18;51.54;51.54;2.79;2.65;46.87;54.82;51.54;44.04;152.75;153.05;196.62;188.62;11.75;11.13;175.36;199.82;198.40;162.82;582.14;562.40;492015625
1697067682.000;1;8158090752;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.444956;0.444956;0.000000;1.582584;1.582584;0.000000;nan;nan;3.3932;3.6088;12.9811;30.4788;25.03;25.18;2178.79;0;18;51.54;51.54;2.79;2.65;47.36;54.86;51.54;44.04;153.23;153.09;196.62;188.62;11.75;11.13;177.08;199.95;198.40;162.82;583.85;562.52;492399580
1697071963.000;1;8159194112;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.482181;0.482181;0.000000;1.789505;1.789505;0.000000;nan;nan;3.5956;3.7430;30.9460;49.9076;25.12;25.24;2464.90;0;18;51.54;51.54;2.79;2.65;47.88;54.90;51.54;44.04;153.75;153.12;196.62;188.62;11.75;11.13;179.00;200.08;198.40;162.82;585.78;562.65;492807966
1697076652.000;1;8160400384;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.519323;0.519323;0.000000;2.019723;2.019723;0.000000;nan;nan;3.7293;3.9362;49.2805;69.7027;25.09;25.15;2730.30;0;18;51.54;51.54;2.79;2.65;48.43;54.94;51.54;44.04;154.31;153.16;196.62;188.62;11.75;11.13;181.16;200.21;198.40;162.82;587.94;562.79;493255033
1697081692.000;1;8161694720;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.486418;0.486418;0.000000;1.973995;1.973995;0.000000;nan;nan;3.9263;4.0875;69.1138;88.2421;25.06;25.06;3222.00;0;18;51.54;51.54;2.79;2.65;48.96;54.97;51.54;44.04;154.83;153.20;196.62;188.62;11.75;11.13;183.29;200.36;198.40;162.82;590.06;562.93;493735708
1697104460.000;1;8166745088;0;0;1;40;100;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.464086;0.000000;-0.464086;-1.844928;0.000000;-1.844928;nan;nan;4.0820;3.9280;87.7398;69.5761;39.11;39.05;2332.61;0;18;51.54;51.54;2.79;2.65;48.98;55.00;51.64;44.55;154.96;153.74;196.62;188.62;11.75;11.13;183.39;200.46;198.81;164.86;590.58;565.07;495907191
1697108757.000;1;8167853056;0;0;1;40;100;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.538428;0.000000;-0.538428;-2.042976;0.000000;-2.042976;nan;nan;3.9373;3.7272;70.4579;49.3845;39.14;38.99;2484.71;0;18;51.54;51.54;2.79;2.65;48.98;55.00;51.68;45.13;155.00;154.31;196.62;188.62;11.75;11.13;183.39;200.46;198.96;167.05;590.73;567.26;496316921
1697113101.000;1;8168973312;0;0;1;40;100;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.492107;0.000000;-0.492107;-1.778591;0.000000;-1.778591;nan;nan;3.7383;3.5737;50.2311;30.9707;39.17;39.21;2321.90;0;18;51.54;51.54;2.79;2.65;48.98;55.00;51.72;45.66;155.03;154.84;196.62;188.62;11.75;11.13;183.39;200.46;199.11;168.96;590.88;569.18;496731237
1697116946.000;1;8169967104;0;0;1;40;100;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.509216;0.000000;-0.509216;-1.739461;0.000000;-1.739461;nan;nan;3.5792;3.2492;28.9738;9.0438;39.19;39.58;2026.00;0;18;51.54;51.54;2.79;2.65;48.98;55.00;51.76;46.21;155.07;155.39;196.62;188.62;11.75;11.13;183.39;200.46;199.25;170.83;591.01;571.05;497097929
1697127867.000;1;8172774400;0;1;1;40;100;0.00;0.00;0;4.2050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;2.359459;2.359459;0.000000;9.128424;9.128424;0.000000;nan;nan;3.2997;4.2008;8.8852;101.6702;39.32;39.59;9092.89;0;18;51.54;51.54;2.79;2.65;49.00;55.01;54.14;46.23;157.47;155.43;196.62;188.62;11.75;11.13;183.43;200.50;208.46;170.92;600.27;571.17;498139531
1698856379.000;1;8616760320;0;0;1;40;100;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-2.540344;0.000000;-2.540344;-9.309889;0.000000;-9.309889;nan;nan;4.1937;2.6001;99.7631;0.3375;24.90;25.96;9422.09;0;19;51.54;51.54;3.02;2.87;49.00;57.55;54.14;46.23;157.70;158.19;196.62;188.62;12.71;12.07;183.43;209.81;208.46;170.92;601.23;581.41;662988684
1698856905.000;1;8616895488;0;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.021296;0.000000;-0.021296;-0.054502;0.000000;-0.054502;nan;nan;2.8088;2.5143;0.9883;0.1548;25.64;25.68;225.20;0;19;51.54;51.54;3.02;2.87;49.00;57.57;54.14;46.23;157.70;158.21;196.62;188.62;12.71;12.07;183.43;209.86;208.46;170.92;601.23;581.47;663038768
1698867344.000;1;8619571712;2;1;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.520055;68.003637;2.478686;2.478686;0.000000;9.526751;9.526751;0.000000;nan;nan;2.7211;4.1744;0.7082;99.0667;25.52;25.18;9839.61;0;19;54.02;51.54;3.02;2.87;49.00;57.57;54.14;46.23;160.18;158.21;206.15;188.62;12.71;12.07;183.43;209.86;208.46;170.92;610.76;581.47;664034367
1698876876.000;1;8622025728;2;0;1;40;100;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.531977;68.798476;-2.490256;0.000000;-2.490256;-9.107121;0.000000;-9.107121;100.466776;95.595253;4.1744;2.7231;99.0667;0.7144;25.18;25.60;9232.40;0;19;54.02;54.03;3.02;2.87;49.00;57.57;54.14;46.23;160.18;160.70;206.15;197.72;12.71;12.07;183.43;209.86;208.46;170.92;610.76;590.57;664943451
1698877869.000;1;8622282240;0;1;1;40;100;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.178674;0.178674;0.000000;0.587695;0.587695;0.000000;nan;nan;2.7231;3.3879;0.7144;7.8045;25.60;25.21;993.31;0;19;54.02;54.03;3.02;2.87;49.17;57.57;54.14;46.23;160.36;160.70;206.15;197.72;12.71;12.07;184.02;209.86;208.46;170.92;611.35;590.57;665038175
1698881860.000;1;8623311360;0;1;1;40;100;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.438967;0.438967;0.000000;1.561705;1.561705;0.000000;nan;nan;3.3939;3.6086;13.0237;30.4427;25.11;25.10;2166.69;0;19;54.02;54.03;3.02;2.87;49.65;57.61;54.14;46.23;160.83;160.74;206.15;197.72;12.71;12.07;185.71;209.98;208.46;170.92;613.04;590.70;665418749
1698886337.000;1;8624465408;0;1;1;40;100;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.476780;0.476780;0.000000;1.769829;1.769829;0.000000;nan;nan;3.5952;3.7425;30.8942;49.8137;25.02;25.22;2455.30;0;19;54.02;54.03;3.02;2.87;50.17;57.65;54.14;46.23;161.35;160.78;206.15;197.72;12.71;12.07;187.62;210.11;208.46;170.92;614.94;590.82;665845817
1698891088.000;1;8625688064;0;1;1;40;100;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.516124;0.516124;0.000000;2.007687;2.007687;0.000000;nan;nan;3.7289;3.9362;49.2437;69.7244;25.05;25.19;2732.00;0;19;54.02;54.03;3.02;2.87;50.72;57.68;54.14;46.23;161.90;160.81;206.15;197.72;12.71;12.07;189.76;210.25;208.46;170.92;617.09;590.96;666298838
1698896090.000;1;8626972160;0;1;1;40;100;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.482334;0.482334;0.000000;1.957626;1.957626;0.000000;nan;nan;3.9257;4.0874;69.0381;88.1779;25.04;25.06;3187.00;0;19;54.02;54.03;3.02;2.87;51.24;57.72;54.14;46.23;162.42;160.85;206.15;197.72;12.71;12.07;191.87;210.39;208.46;170.92;619.20;591.10;666775929
